Web_Link,URN,School_name,Ofsted_phase,Ofsted_region,Local_authority,Postcode,Total_number_of_pupils,Inspection_start_date,Inspection_end_date,Publication_date,Does_the_latest_graded_inspection_relate_to_the_URN_of_the_current_school,Overall_effectiveness,Category_of_concern,Quality_of_education,Behaviour_and_attitudes,Personal_development,Effectiveness_of_leadership_and_management,Safeguarding_is_effective,lat,lon
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103390,103390,Coppice Primary School,Primary,West Midlands,Birmingham,B75 6TJ,422,2019-03-04,2019-04-04,2019-12-05,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Requires Improvement,Yes,52.580885783,-1.8248679
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103391,103391,Calshot Primary School,Primary,West Midlands,Birmingham,B42 2BY,459,2017-03-21,2017-03-22,2017-04-27,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.543157635,-1.920661181
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103392,103392,Grove School,Primary,West Midlands,Birmingham,B21 9HB,684,2014-09-18,2014-09-19,2014-10-10,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.5057739,-1.93315245
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103395,103395,New Hall Primary School,Primary,West Midlands,Birmingham,B75 7NQ,331,2012-09-19,2012-09-20,2012-10-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.565667825,-1.7807831
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103397,103397,Christ Church CofE Controlled Primary School and Nursery,Primary,West Midlands,Birmingham,B11 1LF,230,2017-11-29,2017-11-30,2017-12-20,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.46392975,-1.8739606
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103398,103398,Moseley Church of England Primary School,Primary,West Midlands,Birmingham,B13 9EH,217,2013-04-12,2013-05-12,2014-01-21,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.443727142,-1.883854142
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103401,103401,"St James Church of England Primary School, Handsworth",Primary,West Midlands,Birmingham,B21 8NH,420,2015-04-23,2015-04-24,2015-05-15,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.5082369,-1.94947765
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103404,103404,St Matthew's CofE Primary School,Primary,West Midlands,Birmingham,B7 4JR,203,2015-05-02,2015-06-02,2015-10-03,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.4889337,-1.8786084
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103406,103406,St Saviour's C of E Primary School,Primary,West Midlands,Birmingham,B8 1JB,413,2020-08-01,2020-09-01,2020-11-02,Yes,Good,,Good,Good,Good,Good,Yes,52.491541267,-1.858249333
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103410,103410,St Mary's Church of England Primary School,Primary,West Midlands,Birmingham,B29 6NU,416,2012-12-01,2012-01-13,2012-01-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.43903755,-1.94402747
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103416,103416,St Laurence Church Junior School,Primary,West Midlands,Birmingham,B31 2DJ,356,2014-05-06,2014-06-06,2014-06-26,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.413820991,-1.962665336
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103417,103417,St Vincent's Catholic Primary School,Primary,West Midlands,Birmingham,B7 4HP,222,2014-02-25,2014-02-26,2014-03-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.48488346,-1.87553588
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103421,103421,Holy Family Catholic Primary School,Primary,West Midlands,Birmingham,B10 0HT,219,2011-01-31,2011-01-02,2011-01-03,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4653751,-1.8461547
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103423,103423,Christ The King Catholic Primary School,Primary,West Midlands,Birmingham,B44 0QN,402,2014-07-10,2014-08-10,2014-10-21,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.543303773,-1.8784722
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103424,103424,Corpus Christi Catholic Primary School,Primary,West Midlands,Birmingham,B33 8BL,403,2012-01-24,2012-01-25,2012-10-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4802764,-1.8123497
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103425,103425,English Martyrs' Catholic Primary School,Primary,West Midlands,Birmingham,B11 3JW,388,2023-03-22,2023-03-23,2023-05-24,Yes,Good,,Good,Good,Outstanding,Good,Yes,52.4510676,-1.86365205
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103426,103426,Maryvale Catholic Primary School,Primary,West Midlands,Birmingham,B44 9AG,225,2015-02-25,2015-02-26,2015-03-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.5480138,-1.8915107
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103427,103427,The Oratory Roman Catholic Primary School,Primary,West Midlands,Birmingham,B16 9ER,226,2022-11-30,2022-01-12,2023-02-14,Yes,Inadequate,SM,Inadequate,Good,Good,Inadequate,Yes,52.476990608,-1.929414333
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103430,103430,Our Lady of Lourdes Catholic Primary School,Primary,West Midlands,Birmingham,B13 0EU,230,2014-11-09,2014-12-09,2014-09-29,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.4220367,-1.8602733
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103431,103431,St Augustine's Catholic Primary School,Primary,West Midlands,Birmingham,B21 8ED,241,2023-01-26,2023-01-27,2023-03-14,Yes,Good,,Good,Good,Good,Good,Yes,52.514592571,-1.944732614
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103433,103433,St Catherine of Siena Catholic Primary School,Primary,West Midlands,Birmingham,B15 2AY,247,2010-06-21,2010-06-22,2010-08-07,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.4718861,-1.9014552
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103434,103434,St Anne's Catholic Primary School,Primary,West Midlands,Birmingham,B12 0ER,203,2015-06-05,2015-07-05,2015-09-06,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4701782,-1.8795707
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103437,103437,St Francis Catholic Primary School,Primary,West Midlands,Birmingham,B19 1PH,405,2015-05-14,2015-05-15,2015-09-06,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.49775855,-1.91458
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103438,103438,St Mary's Catholic Primary School,Primary,West Midlands,Birmingham,B17 0DN,421,2023-01-24,2023-01-25,2023-08-03,Yes,Good,,Good,Good,Good,Good,Yes,52.456782633,-1.953101133
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103439,103439,St Patrick's Catholic Primary School,Primary,West Midlands,Birmingham,B18 7QW,189,2014-05-06,2014-06-06,2014-06-25,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4864087,-1.9318652
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103440,103440,St Edmund's Catholic Primary School,Primary,West Midlands,Birmingham,B18 7PA,203,2019-02-07,2019-03-07,2019-02-09,Yes,Requires Improvement,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Requires Improvement,Yes,52.4867745,-1.9234281
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103443,103443,Our Lady and St Rose of Lima Catholic Primary School,Primary,West Midlands,Birmingham,B29 5DY,234,2016-03-02,2016-04-02,2016-02-29,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.435915375,-1.96342865
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103444,103444,King David Primary School,Primary,West Midlands,Birmingham,B13 8EY,228,2012-05-23,2012-05-24,2012-06-18,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.44423856,-1.89037842
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103445,103445,Bournville Village Primary,Primary,West Midlands,Birmingham,B30 1JY,651,2013-06-06,2013-07-06,2013-06-26,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.429439433,-1.9366681
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103447,103447,St Edward's Catholic Primary School,Primary,West Midlands,Birmingham,B29 7PN,391,2022-02-11,2022-03-11,2022-12-13,Yes,Good,,Good,Good,Good,Good,Yes,52.438863569,-1.917954519
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103453,103453,St Margaret Mary RC Junior and Infant School,Primary,West Midlands,Birmingham,B23 7AB,390,2010-04-11,2010-05-11,2011-02-16,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.532838233,-1.8636166
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103455,103455,St Dunstan's Catholic Primary School,Primary,West Midlands,Birmingham,B14 7LP,391,2014-10-21,2014-10-22,2014-11-14,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4322476,-1.890732441
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103456,103456,St Teresa's Catholic Primary School,Primary,West Midlands,Birmingham,B20 2NY,209,2020-11-02,2020-12-02,2020-04-03,Yes,Good,,Good,Good,Good,Good,Yes,52.516981114,-1.922191886
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103458,103458,St Gerard's RC Junior and Infant School,Primary,West Midlands,Birmingham,B35 6LB,236,2013-01-24,2013-01-25,2013-02-15,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.522593,-1.7866056
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103459,103459,St Laurence Church Infant School,Primary,West Midlands,Birmingham,B31 2DJ,271,2017-06-20,2017-06-21,2017-05-07,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.413820991,-1.962665336
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103460,103460,St Bernadette's Catholic Primary School,Primary,West Midlands,Birmingham,B25 8QL,650,2018-10-01,2018-11-01,2018-08-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.46925038,-1.82680036
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103462,103462,St Bernard's Catholic Primary School,Primary,West Midlands,Birmingham,B13 9QE,405,2012-05-24,2012-05-25,2012-06-20,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.438436455,-1.863442545
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103463,103463,St Jude's Catholic Primary School,Primary,West Midlands,Birmingham,B14 5PD,199,2022-02-11,2022-03-11,2022-12-13,Yes,Good,,Good,Good,Good,Good,Yes,52.4058209,-1.88941805
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103465,103465,St Ambrose Barlow Catholic Primary School,Primary,West Midlands,Birmingham,B28 9JJ,205,2022-10-18,2022-10-19,2022-11-22,Yes,Good,,Good,Outstanding,Good,Good,Yes,52.42401603,-1.836443321
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103466,103466,St Alban's Catholic Primary School,Primary,West Midlands,Birmingham,B14 5AL,208,2013-11-28,2013-11-29,2013-12-20,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.415211388,-1.889897512
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103467,103467,St Martin de Porres Catholic Primary School,Primary,West Midlands,Birmingham,B13 9DN,207,2012-03-20,2012-03-21,2012-04-23,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.447898829,-1.880840757
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103469,103469,St Peter's Catholic Primary School,Primary,West Midlands,Birmingham,B32 3QD,210,2019-09-07,2019-10-07,2019-09-19,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.436633425,-2.0002993
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103470,103470,St Cuthbert's RC Junior and Infant (NC) School,Primary,West Midlands,Birmingham,B8 2PS,238,2012-08-11,2012-09-11,2012-11-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.48670995,-1.8181334
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103476,103476,St Clare's Catholic Primary School,Primary,West Midlands,Birmingham,B20 3RT,300,2022-06-22,2022-06-23,2022-09-25,Yes,Good,,Good,Good,Good,Good,Yes,52.50961418,-1.91365444
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103478,103478,St John and Monica Catholic Primary School,Primary,West Midlands,Birmingham,B13 8DW,197,2018-06-26,2018-06-27,2018-07-16,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.45059295,-1.89426665
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103479,103479,Holly Hill Methodist CofE Infant School,Primary,West Midlands,Birmingham,B45 0EU,180,2017-05-17,2017-05-18,2017-06-15,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.404750933,-2.017167367
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103483,103483,Hodge Hill Girls' School,Secondary,West Midlands,Birmingham,B36 8EY,748,2017-07-03,2017-08-03,2017-04-24,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.5023076,-1.8181594
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103486,103486,Kings Heath Boys,Secondary,West Midlands,Birmingham,B13 0QP,658,2023-08-03,2023-09-03,2023-08-05,Yes,Good,,Good,Good,Good,Good,Yes,52.423547706,-1.882059719
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103493,103493,Bordesley Green Girls' School & Sixth Form,Secondary,West Midlands,Birmingham,B9 4TR,985,2022-04-26,2022-04-27,2022-06-16,Yes,Good,,Good,Good,Good,Good,Yes,52.4780255,-1.858632
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103497,103497,Queensbridge School,Secondary,West Midlands,Birmingham,B13 8QB,889,2013-02-27,2013-02-28,2013-03-15,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.4411859,-1.895741643
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103498,103498,Selly Park  Girls' School,Secondary,West Midlands,Birmingham,B29 7PH,763,2022-11-23,2022-11-24,2023-02-13,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.4383887,-1.920558191
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103501,103501,Wheelers Lane Technology College,Secondary,West Midlands,Birmingham,B13 0SF,664,2014-09-23,2014-09-24,2015-06-01,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.428680133,-1.887431467
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103503,103503,Hodge Hill College,Secondary,West Midlands,Birmingham,B36 8HB,1213,2016-05-25,2016-05-26,2016-07-20,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.5014654,-1.8210552
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103509,103509,Holte School,Secondary,West Midlands,Birmingham,B19 2EP,1190,2019-01-10,2019-02-10,2020-06-26,Yes,Requires Improvement,,Good,Good,Outstanding,Requires Improvement,Yes,52.50262575,-1.90512875
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103514,103514,Swanshurst School,Secondary,West Midlands,Birmingham,B13 0TW,1836,2017-01-11,2017-02-11,2017-11-24,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.4295942,-1.8746715
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103519,103519,Moseley School and Sixth Form,Secondary,West Midlands,Birmingham,B13 9UU,1458,2016-05-17,2016-05-18,2016-06-29,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.44019945,-1.86297745
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103531,103531,St Paul's School for Girls,Secondary,West Midlands,Birmingham,B16 9SL,1005,2017-09-05,2017-10-05,2017-06-21,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.4757102,-1.9406213
